Lead Number,prediction_score_1,prediction_score_0,prediction_label
616614,0.6142,0.3858,1
595473,0.6142,0.3858,1
593069,0.6142,0.3858,1
634314,0.6139,0.3861,1
626301,0.6138,0.3862,1
626805,0.6138,0.3862,1
645472,0.6138,0.3862,1
629598,0.6137,0.3863,1
583641,0.6136,0.3864,1
607639,0.6136,0.3864,1
606661,0.6136,0.3864,1
619044,0.6136,0.3864,1
598246,0.6135,0.3865,1
612968,0.6133,0.3867,1
598391,0.6131,0.3869,1
652506,0.6131,0.3869,1
609708,0.613,0.387,1
608544,0.613,0.387,1
585643,0.613,0.387,1
603052,0.613,0.387,1
613459,0.6129,0.3871,1
607470,0.6128,0.3872,1
630779,0.6128,0.3872,1
643772,0.6127,0.3873,1
587378,0.6127,0.3873,1
592773,0.6126,0.3874,1
632435,0.6126,0.3874,1
624871,0.6126,0.3874,1
583760,0.6124,0.3876,1
628413,0.6123,0.3877,1
618062,0.6122,0.3878,1
595392,0.6122,0.3878,1
639455,0.6121,0.3879,1
632031,0.612,0.388,1
602744,0.612,0.388,1
646279,0.612,0.388,1
601994,0.6119,0.3881,1
629969,0.6119,0.3881,1
658432,0.6119,0.3881,1
599515,0.6118,0.3882,1
642628,0.6116,0.3884,1
630339,0.6116,0.3884,1
594366,0.6116,0.3884,1
634963,0.6114,0.3886,1
634125,0.6112,0.3888,1
623398,0.6111,0.3889,1
636766,0.6105,0.3895,1
607483,0.6105,0.3895,1
640385,0.6104,0.3896,1
620677,0.6101,0.3899,1
583208,0.61,0.39,1
611410,0.6099,0.3901,1
616985,0.6098,0.3902,1
587309,0.6097,0.3903,1
654116,0.6095,0.3905,1
616059,0.6095,0.3905,1
591622,0.6094,0.3906,1
619225,0.6094,0.3906,1
658531,0.6093,0.3907,1
589048,0.6093,0.3907,1
590298,0.6092,0.3908,1
615172,0.6092,0.3908,1
607689,0.6091,0.3909,1
601768,0.6089,0.3911,1
580568,0.6088,0.3912,1
659146,0.6088,0.3912,1
581925,0.6088,0.3912,1
641858,0.6088,0.3912,1
581214,0.6087,0.3913,1
617975,0.6086,0.3914,1
622295,0.6086,0.3914,1
608096,0.6085,0.3915,1
637039,0.6085,0.3915,1
587586,0.6084,0.3916,1
649223,0.6083,0.3917,1
645523,0.6082,0.3918,1
602465,0.6082,0.3918,1
599700,0.6081,0.3919,1
609372,0.6078,0.3922,1
631758,0.6077,0.3923,1
639104,0.6076,0.3924,1
594329,0.6076,0.3924,1
639722,0.6075,0.3925,1
642452,0.6075,0.3925,1
646552,0.6074,0.3926,1
593124,0.6074,0.3926,1
598110,0.6074,0.3926,1
643215,0.6073,0.3927,1
629582,0.6073,0.3927,1
617576,0.6072,0.3928,1
647689,0.607,0.393,1
612050,0.6069,0.3931,1
591990,0.6069,0.3931,1
615106,0.6067,0.3933,1
647212,0.6067,0.3933,1
593063,0.6067,0.3933,1
643219,0.6064,0.3936,1
628320,0.6064,0.3936,1
617223,0.6063,0.3937,1
601102,0.6063,0.3937,1
599626,0.6061,0.3939,1
644174,0.606,0.394,1
588458,0.606,0.394,1
594858,0.6059,0.3941,1
630627,0.6059,0.3941,1
629364,0.6059,0.3941,1
592422,0.6058,0.3942,1
597245,0.6058,0.3942,1
606982,0.6057,0.3943,1
597338,0.6057,0.3943,1
645875,0.6056,0.3944,1
616164,0.6056,0.3944,1
599990,0.6056,0.3944,1
610717,0.6056,0.3944,1
612288,0.6056,0.3944,1
640040,0.6055,0.3945,1
580133,0.6055,0.3945,1
651199,0.6055,0.3945,1
645601,0.6053,0.3947,1
604984,0.6052,0.3948,1
589845,0.605,0.395,1
650511,0.605,0.395,1
638503,0.605,0.395,1
589142,0.6049,0.3951,1
600278,0.6047,0.3953,1
597388,0.6047,0.3953,1
641349,0.6047,0.3953,1
593222,0.6047,0.3953,1
633844,0.6046,0.3954,1
641173,0.6046,0.3954,1
587500,0.6045,0.3955,1
641441,0.6043,0.3957,1
585775,0.6043,0.3957,1
612148,0.6042,0.3958,1
643789,0.6041,0.3959,1
613188,0.6041,0.3959,1
648231,0.604,0.396,1
636192,0.6039,0.3961,1
607532,0.6038,0.3962,1
585751,0.6036,0.3964,1
645292,0.6036,0.3964,1
619524,0.6035,0.3965,1
628707,0.6035,0.3965,1
650921,0.603,0.397,1
615658,0.6028,0.3972,1
583528,0.6028,0.3972,1
645457,0.6027,0.3973,1
659889,0.6023,0.3977,1
657905,0.6022,0.3978,1
601553,0.6021,0.3979,1
592525,0.6021,0.3979,1
585977,0.602,0.398,1
619784,0.6015,0.3985,1
594374,0.6015,0.3985,1
622276,0.6014,0.3986,1
588115,0.6013,0.3987,1
621452,0.6013,0.3987,1
620979,0.6012,0.3988,1
598556,0.6011,0.3989,1
642169,0.601,0.399,1
585443,0.601,0.399,1
610077,0.6007,0.3993,1
647584,0.6007,0.3993,1
643787,0.6007,0.3993,1
625892,0.6006,0.3994,1
634691,0.6005,0.3995,1
611999,0.6004,0.3996,1
580888,0.6004,0.3996,1
582833,0.6003,0.3997,1
628578,0.6002,0.3998,1
639471,0.6,0.4,1
610131,0.6,0.4,1
587040,0.5998,0.4002,1
624747,0.5997,0.4003,1
646504,0.5996,0.4004,1
595825,0.5996,0.4004,1
591909,0.5992,0.4008,1
586315,0.599,0.401,1
583435,0.5989,0.4011,1
594596,0.5988,0.4012,1
644130,0.5988,0.4012,1
636677,0.5988,0.4012,1
584198,0.5987,0.4013,1
624594,0.5987,0.4013,1
624438,0.5987,0.4013,1
601434,0.5987,0.4013,1
643938,0.5985,0.4015,1
582333,0.5984,0.4016,1
589488,0.5984,0.4016,1
641366,0.5982,0.4018,1
641170,0.5977,0.4023,1
585761,0.5977,0.4023,1
602265,0.5975,0.4025,1
600713,0.5974,0.4026,1
584730,0.5973,0.4027,1
592530,0.5967,0.4033,1
606850,0.5967,0.4033,1
596530,0.5967,0.4033,1
627012,0.5966,0.4034,1
592772,0.5965,0.4035,1
589233,0.5965,0.4035,1
595230,0.5964,0.4036,1
583083,0.5964,0.4036,1
641891,0.5963,0.4037,1
579978,0.5961,0.4039,1
590951,0.5958,0.4042,1
597258,0.5958,0.4042,1
583217,0.5955,0.4045,1
579928,0.5955,0.4045,1
653017,0.5955,0.4045,1
609859,0.5953,0.4047,1
648331,0.5951,0.4049,1
644295,0.5949,0.4051,1
649066,0.5945,0.4055,1
625410,0.5943,0.4057,1
583960,0.5942,0.4058,1
644906,0.5942,0.4058,1
609068,0.5941,0.4059,1
653724,0.5941,0.4059,1
642881,0.594,0.406,1
656511,0.594,0.406,1
658627,0.5939,0.4061,1
645377,0.5939,0.4061,1
630390,0.5939,0.4061,1
605894,0.5938,0.4062,1
630603,0.5935,0.4065,1
601526,0.5933,0.4067,1
586710,0.5928,0.4072,1
654115,0.5928,0.4072,1
593786,0.5928,0.4072,1
655578,0.5927,0.4073,1
599009,0.5924,0.4076,1
608261,0.5922,0.4078,1
635825,0.5922,0.4078,1
619624,0.592,0.408,1
660432,0.592,0.408,1
629482,0.5916,0.4084,1
626337,0.5916,0.4084,1
638180,0.5916,0.4084,1
633996,0.5913,0.4087,1
593795,0.5912,0.4088,1
644500,0.5912,0.4088,1
596580,0.5911,0.4089,1
593802,0.591,0.409,1
596017,0.591,0.409,1
584636,0.5909,0.4091,1
650918,0.5909,0.4091,1
584327,0.5908,0.4092,1
649293,0.5908,0.4092,1
642834,0.5907,0.4093,1
643930,0.5905,0.4095,1
608246,0.5905,0.4095,1
627706,0.5905,0.4095,1
594961,0.5904,0.4096,1
588641,0.5904,0.4096,1
595167,0.5903,0.4097,1
612605,0.5903,0.4097,1
588625,0.5895,0.4105,1
612736,0.5894,0.4106,1
594686,0.5893,0.4107,1
637953,0.5893,0.4107,1
654018,0.5891,0.4109,1
631255,0.589,0.411,1
618917,0.589,0.411,1
625850,0.5889,0.4111,1
650507,0.5889,0.4111,1
617368,0.5888,0.4112,1
618132,0.5885,0.4115,1
609195,0.5881,0.4119,1
659705,0.588,0.412,1
607172,0.588,0.412,1
608819,0.5879,0.4121,1
632928,0.5878,0.4122,1
638686,0.5876,0.4124,1
631243,0.5875,0.4125,1
645524,0.5874,0.4126,1
640506,0.5874,0.4126,1
610485,0.5872,0.4128,1
593208,0.5871,0.4129,1
595060,0.5869,0.4131,1
607721,0.5865,0.4135,1
624500,0.5864,0.4136,1
643976,0.5864,0.4136,1
588106,0.5863,0.4137,1
616661,0.5862,0.4138,1
630385,0.5862,0.4138,1
598891,0.5862,0.4138,1
612748,0.5861,0.4139,1
642510,0.5859,0.4141,1
607345,0.5857,0.4143,1
639157,0.5851,0.4149,1
640972,0.5851,0.4149,1
588197,0.5849,0.4151,1
637866,0.5848,0.4152,1
639249,0.5848,0.4152,1
596128,0.5848,0.4152,1
651993,0.5848,0.4152,1
587781,0.5848,0.4152,1
595949,0.5848,0.4152,1
625222,0.5846,0.4154,1
599386,0.5844,0.4156,1
651865,0.5843,0.4157,1
585362,0.5843,0.4157,1
631781,0.5842,0.4158,1
644197,0.5842,0.4158,1
581371,0.584,0.416,1
622363,0.5837,0.4163,1
601039,0.5836,0.4164,1
642177,0.5836,0.4164,1
649244,0.5836,0.4164,1
581459,0.5834,0.4166,1
579979,0.5834,0.4166,1
580635,0.5834,0.4166,1
585785,0.5834,0.4166,1
637794,0.5833,0.4167,1
606589,0.5831,0.4169,1
619930,0.5828,0.4172,1
653786,0.5826,0.4174,1
588222,0.5823,0.4177,1
589351,0.5823,0.4177,1
612160,0.5822,0.4178,1
596759,0.582,0.418,1
609858,0.5814,0.4186,1
588132,0.5813,0.4187,1
588061,0.5809,0.4191,1
592413,0.5806,0.4194,1
660570,0.5802,0.4198,1
600994,0.58,0.42,1
588097,0.58,0.42,1
651251,0.5798,0.4202,1
595073,0.5796,0.4204,1
615844,0.5796,0.4204,1
588657,0.5796,0.4204,1
645324,0.5793,0.4207,1
594743,0.5792,0.4208,1
646558,0.5791,0.4209,1
638046,0.579,0.421,1
640442,0.5788,0.4212,1
645176,0.5787,0.4213,1
580778,0.5783,0.4217,1
593369,0.5777,0.4223,1
630835,0.5775,0.4225,1
626270,0.5772,0.4228,1
654314,0.5769,0.4231,1
585872,0.5769,0.4231,1
591492,0.5762,0.4238,1
640035,0.5759,0.4241,1
644900,0.5759,0.4241,1
580303,0.5755,0.4245,1
620372,0.5752,0.4248,1
589558,0.5751,0.4249,1
612248,0.5749,0.4251,1
596142,0.5748,0.4252,1
583373,0.5748,0.4252,1
616073,0.5747,0.4253,1
644013,0.5746,0.4254,1
631565,0.5743,0.4257,1
582727,0.5743,0.4257,1
613398,0.5742,0.4258,1
631507,0.5741,0.4259,1
660267,0.574,0.426,1
652824,0.5734,0.4266,1
630972,0.5733,0.4267,1
605027,0.5732,0.4268,1
600919,0.5729,0.4271,1
633515,0.5729,0.4271,1
654434,0.5724,0.4276,1
599411,0.5723,0.4277,1
591029,0.5722,0.4278,1
586836,0.5722,0.4278,1
613707,0.5721,0.4279,1
623420,0.5721,0.4279,1
653337,0.5718,0.4282,1
637289,0.5718,0.4282,1
605649,0.5717,0.4283,1
627472,0.5717,0.4283,1
645458,0.5715,0.4285,1
615227,0.5715,0.4285,1
599268,0.5714,0.4286,1
606086,0.5712,0.4288,1
632178,0.5708,0.4292,1
651764,0.5702,0.4298,1
580262,0.5699,0.4301,1
610052,0.5697,0.4303,1
581416,0.5697,0.4303,1
615425,0.5693,0.4307,1
615707,0.5692,0.4308,1
621451,0.5691,0.4309,1
621487,0.569,0.431,1
627749,0.5688,0.4312,1
646726,0.5682,0.4318,1
599313,0.5677,0.4323,1
660333,0.5676,0.4324,1
632876,0.5673,0.4327,1
638488,0.567,0.433,1
650646,0.5666,0.4334,1
603274,0.5662,0.4338,1
606730,0.5655,0.4345,1
582605,0.5655,0.4345,1
595970,0.5655,0.4345,1
606606,0.5655,0.4345,1
606559,0.5654,0.4346,1
588721,0.5646,0.4354,1
622400,0.5646,0.4354,1
647941,0.5646,0.4354,1
659463,0.5643,0.4357,1
605723,0.5638,0.4362,1
654886,0.5634,0.4366,1
587094,0.5631,0.4369,1
580396,0.563,0.437,1
584528,0.5627,0.4373,1
601257,0.5627,0.4373,1
609001,0.5626,0.4374,1
583653,0.5623,0.4377,1
607984,0.5622,0.4378,1
609592,0.562,0.438,1
624182,0.5615,0.4385,1
646508,0.5613,0.4387,1
624700,0.561,0.439,1
647918,0.5608,0.4392,1
588158,0.5607,0.4393,1
585648,0.5605,0.4395,1
627187,0.5604,0.4396,1
618125,0.5603,0.4397,1
643282,0.5603,0.4397,1
589309,0.5602,0.4398,1
633104,0.5601,0.4399,1
620505,0.5597,0.4403,1
581322,0.5597,0.4403,1
598987,0.5596,0.4404,1
637129,0.5596,0.4404,1
640187,0.5593,0.4407,1
579701,0.559,0.441,1
609761,0.5585,0.4415,1
658203,0.5585,0.4415,1
623297,0.5584,0.4416,1
614206,0.5584,0.4416,1
649488,0.5584,0.4416,1
603270,0.5582,0.4418,1
633680,0.5581,0.4419,1
581489,0.558,0.442,1
604229,0.5576,0.4424,1
615997,0.5571,0.4429,1
655122,0.5567,0.4433,1
651582,0.5566,0.4434,1
632629,0.5565,0.4435,1
585325,0.5564,0.4436,1
595988,0.5563,0.4437,1
609677,0.5558,0.4442,1
602561,0.5558,0.4442,1
649451,0.5546,0.4454,1
583441,0.5545,0.4455,1
651506,0.5543,0.4457,1
608573,0.5543,0.4457,1
580276,0.5543,0.4457,1
585174,0.5541,0.4459,1
641275,0.5541,0.4459,1
642856,0.5538,0.4462,1
639215,0.5536,0.4464,1
618983,0.5535,0.4465,1
619366,0.5535,0.4465,1
609349,0.5533,0.4467,1
640537,0.5531,0.4469,1
591894,0.5531,0.4469,1
619890,0.5529,0.4471,1
608348,0.5528,0.4472,1
586709,0.5525,0.4475,1
639320,0.5524,0.4476,1
595702,0.5521,0.4479,1
645690,0.5519,0.4481,1
581286,0.5515,0.4485,1
608929,0.5514,0.4486,1
658321,0.5513,0.4487,1
654918,0.5512,0.4488,1
651722,0.5511,0.4489,1
587053,0.551,0.449,1
608212,0.551,0.449,1
610391,0.5509,0.4491,1
591718,0.5508,0.4492,1
615643,0.5505,0.4495,1
617871,0.5503,0.4497,1
636797,0.5502,0.4498,1
659395,0.5501,0.4499,1
618339,0.5497,0.4503,1
636899,0.5497,0.4503,1
620193,0.5495,0.4505,1
588188,0.5495,0.4505,1
650328,0.5494,0.4506,1
608908,0.5492,0.4508,1
613483,0.549,0.451,1
612983,0.549,0.451,1
613497,0.549,0.451,1
609006,0.549,0.451,1
623183,0.549,0.451,1
629297,0.549,0.451,1
607520,0.549,0.451,1
612919,0.549,0.451,1
629293,0.549,0.451,1
615481,0.549,0.451,1
609752,0.549,0.451,1
631390,0.549,0.451,1
628428,0.549,0.451,1
640415,0.549,0.451,1
615801,0.549,0.451,1
616596,0.549,0.451,1
628297,0.549,0.451,1
616531,0.549,0.451,1
616444,0.549,0.451,1
609640,0.549,0.451,1
612780,0.549,0.451,1
617701,0.549,0.451,1
619428,0.549,0.451,1
612728,0.549,0.451,1
615853,0.549,0.451,1
611732,0.549,0.451,1
610550,0.549,0.451,1
612771,0.549,0.451,1
595996,0.549,0.451,1
596751,0.549,0.451,1
620883,0.549,0.451,1
607497,0.549,0.451,1
597168,0.549,0.451,1
607568,0.549,0.451,1
611296,0.549,0.451,1
622189,0.5483,0.4517,1
653068,0.5482,0.4518,1
614151,0.548,0.452,1
586148,0.5478,0.4522,1
579615,0.5478,0.4522,1
595607,0.5477,0.4523,1
616586,0.5477,0.4523,1
602214,0.5475,0.4525,1
654567,0.5473,0.4527,1
583357,0.5472,0.4528,1
589874,0.5471,0.4529,1
598759,0.547,0.453,1
608852,0.5468,0.4532,1
621319,0.5468,0.4532,1
640674,0.5466,0.4534,1
653879,0.5464,0.4536,1
615283,0.5463,0.4537,1
590880,0.5457,0.4543,1
612711,0.5454,0.4546,1
658546,0.5454,0.4546,1
584906,0.5454,0.4546,1
595811,0.5453,0.4547,1
580849,0.5452,0.4548,1
652986,0.5449,0.4551,1
643401,0.5449,0.4551,1
632839,0.5443,0.4557,1
659263,0.5442,0.4558,1
636978,0.544,0.456,1
657609,0.544,0.456,1
643038,0.5437,0.4563,1
592337,0.5435,0.4565,1
621270,0.5435,0.4565,1
647709,0.5435,0.4565,1
637903,0.5435,0.4565,1
639391,0.5435,0.4565,1
639384,0.5435,0.4565,1
643299,0.5435,0.4565,1
588165,0.5435,0.4565,1
649080,0.5435,0.4565,1
586524,0.5435,0.4565,1
637789,0.5435,0.4565,1
637178,0.5435,0.4565,1
586138,0.5435,0.4565,1
585377,0.5435,0.4565,1
651298,0.5435,0.4565,1
589390,0.5435,0.4565,1
595759,0.5435,0.4565,1
586701,0.5435,0.4565,1
619676,0.5435,0.4565,1
641228,0.5435,0.4565,1
645755,0.5435,0.4565,1
647654,0.5435,0.4565,1
645760,0.5435,0.4565,1
645441,0.5435,0.4565,1
642333,0.5435,0.4565,1
600528,0.5432,0.4568,1
614205,0.5431,0.4569,1
582353,0.543,0.457,1
587155,0.5428,0.4572,1
594482,0.5426,0.4574,1
637236,0.5425,0.4575,1
617854,0.5424,0.4576,1
627871,0.5424,0.4576,1
630127,0.5421,0.4579,1
660608,0.542,0.458,1
593400,0.542,0.458,1
585892,0.5419,0.4581,1
651614,0.5418,0.4582,1
659607,0.5417,0.4583,1
628453,0.5417,0.4583,1
659036,0.5415,0.4585,1
648956,0.5413,0.4587,1
586345,0.5413,0.4587,1
635995,0.5413,0.4587,1
584347,0.5413,0.4587,1
591937,0.5409,0.4591,1
593315,0.5403,0.4597,1
637650,0.5399,0.4601,1
594447,0.5399,0.4601,1
630706,0.5398,0.4602,1
658048,0.5397,0.4603,1
612428,0.5397,0.4603,1
658852,0.5393,0.4607,1
587412,0.5388,0.4612,1
644717,0.5386,0.4614,1
613797,0.5386,0.4614,1
641652,0.5384,0.4616,1
589696,0.538,0.462,1
640258,0.5379,0.4621,1
581323,0.5377,0.4623,1
591109,0.5376,0.4624,1
643228,0.5375,0.4625,1
613178,0.5374,0.4626,1
603503,0.5371,0.4629,1
613525,0.5371,0.4629,1
583946,0.537,0.463,1
587046,0.537,0.463,1
642612,0.537,0.463,1
599615,0.5369,0.4631,1
660547,0.5365,0.4635,1
602831,0.536,0.464,1
613102,0.536,0.464,1
585709,0.5358,0.4642,1
654594,0.5357,0.4643,1
649338,0.5355,0.4645,1
651464,0.5354,0.4646,1
591977,0.5353,0.4647,1
650133,0.5353,0.4647,1
645840,0.5352,0.4648,1
597343,0.5352,0.4648,1
651660,0.5352,0.4648,1
636273,0.5346,0.4654,1
649862,0.5346,0.4654,1
660522,0.5346,0.4654,1
584335,0.5345,0.4655,1
585440,0.5344,0.4656,1
632911,0.5344,0.4656,1
590302,0.5344,0.4656,1
654453,0.5343,0.4657,1
635315,0.5341,0.4659,1
589296,0.5339,0.4661,1
593090,0.5339,0.4661,1
642098,0.5336,0.4664,1
618729,0.5336,0.4664,1
653593,0.5335,0.4665,1
587356,0.5334,0.4666,1
659779,0.5334,0.4666,1
581820,0.5333,0.4667,1
607498,0.5333,0.4667,1
579925,0.5329,0.4671,1
621353,0.5329,0.4671,1
626060,0.5328,0.4672,1
645315,0.5328,0.4672,1
628536,0.5321,0.4679,1
645026,0.5321,0.4679,1
621976,0.5319,0.4681,1
635794,0.5319,0.4681,1
613947,0.5317,0.4683,1
647971,0.5317,0.4683,1
583042,0.5316,0.4684,1
589511,0.5316,0.4684,1
635613,0.5311,0.4689,1
652178,0.5311,0.4689,1
630946,0.531,0.469,1
626004,0.5307,0.4693,1
624337,0.5307,0.4693,1
639121,0.5307,0.4693,1
610461,0.5307,0.4693,1
610766,0.5307,0.4693,1
606175,0.5303,0.4697,1
588264,0.53,0.47,1
639302,0.5299,0.4701,1
626338,0.5297,0.4703,1
585373,0.5295,0.4705,1
602617,0.5295,0.4705,1
590780,0.5295,0.4705,1
627804,0.5295,0.4705,1
619952,0.5294,0.4706,1
641447,0.529,0.471,1
584691,0.5289,0.4711,1
586364,0.5286,0.4714,1
652410,0.5286,0.4714,1
639055,0.5281,0.4719,1
581860,0.5275,0.4725,1
620326,0.5272,0.4728,1
641905,0.5272,0.4728,1
654395,0.5269,0.4731,1
643198,0.5269,0.4731,1
593767,0.5267,0.4733,1
614434,0.5267,0.4733,1
642895,0.5265,0.4735,1
627585,0.526,0.474,1
630816,0.5259,0.4741,1
636635,0.5259,0.4741,1
648992,0.5258,0.4742,1
586246,0.5257,0.4743,1
617008,0.5255,0.4745,1
605099,0.5255,0.4745,1
639312,0.525,0.475,1
656213,0.5249,0.4751,1
628534,0.5248,0.4752,1
588751,0.5248,0.4752,1
654027,0.5247,0.4753,1
642764,0.5245,0.4755,1
637120,0.5245,0.4755,1
585703,0.5244,0.4756,1
637500,0.5242,0.4758,1
637936,0.5241,0.4759,1
587495,0.524,0.476,1
589424,0.5237,0.4763,1
639704,0.5235,0.4765,1
599678,0.5228,0.4772,1
613289,0.5227,0.4773,1
595214,0.5227,0.4773,1
598804,0.5226,0.4774,1
640866,0.5224,0.4776,1
660402,0.5221,0.4779,1
658222,0.5216,0.4784,1
653881,0.5216,0.4784,1
645388,0.5212,0.4788,1
657968,0.5212,0.4788,1
654441,0.5212,0.4788,1
653757,0.5211,0.4789,1
657174,0.5208,0.4792,1
635948,0.5207,0.4793,1
634513,0.5202,0.4798,1
642543,0.52,0.48,1
584237,0.5198,0.4802,1
596060,0.5198,0.4802,1
591983,0.5198,0.4802,1
646308,0.5198,0.4802,1
592740,0.5198,0.4802,1
641386,0.5198,0.4802,1
590656,0.5198,0.4802,1
646546,0.5198,0.4802,1
647775,0.5198,0.4802,1
639435,0.5198,0.4802,1
637188,0.5198,0.4802,1
645714,0.5198,0.4802,1
588932,0.5198,0.4802,1
651910,0.5198,0.4802,1
595952,0.5198,0.4802,1
581637,0.5196,0.4804,1
612304,0.5191,0.4809,1
629056,0.519,0.481,1
625275,0.5186,0.4814,1
639214,0.5186,0.4814,1
643517,0.5185,0.4815,1
622214,0.5185,0.4815,1
641383,0.5185,0.4815,1
617934,0.5183,0.4817,1
633746,0.518,0.482,1
631027,0.518,0.482,1
609020,0.518,0.482,1
647411,0.5179,0.4821,1
614132,0.5179,0.4821,1
600597,0.5176,0.4824,1
595962,0.5169,0.4831,1
654275,0.5167,0.4833,1
652580,0.5167,0.4833,1
586156,0.5166,0.4834,1
590281,0.5163,0.4837,1
631699,0.5161,0.4839,1
582170,0.516,0.484,1
607465,0.516,0.484,1
613732,0.5156,0.4844,1
596493,0.5154,0.4846,1
644862,0.515,0.485,1
584496,0.5149,0.4851,1
584352,0.5144,0.4856,1
580013,0.5143,0.4857,1
653523,0.5142,0.4858,1
615582,0.5137,0.4863,1
628025,0.5136,0.4864,1
646241,0.5136,0.4864,1
649691,0.5136,0.4864,1
634053,0.5136,0.4864,1
649404,0.5135,0.4865,1
599497,0.5135,0.4865,1
655496,0.5134,0.4866,1
632611,0.513,0.487,1
658142,0.5129,0.4871,1
652014,0.5128,0.4872,1
641091,0.5128,0.4872,1
632210,0.5123,0.4877,1
585145,0.5119,0.4881,1
585071,0.5119,0.4881,1
585724,0.5117,0.4883,1
648983,0.5116,0.4884,1
639874,0.5113,0.4887,1
600735,0.5109,0.4891,1
585581,0.5107,0.4893,1
621393,0.5106,0.4894,1
594361,0.5105,0.4895,1
631467,0.5103,0.4897,1
645937,0.5102,0.4898,1
596694,0.5102,0.4898,1
598116,0.5101,0.4899,1
629260,0.5099,0.4901,1
657313,0.5099,0.4901,1
614845,0.5099,0.4901,1
587045,0.5099,0.4901,1
587853,0.5098,0.4902,1
606788,0.5094,0.4906,1
596541,0.5092,0.4908,1
615809,0.5092,0.4908,1
619766,0.5091,0.4909,1
645333,0.509,0.491,1
590918,0.5089,0.4911,1
584463,0.5087,0.4913,1
660447,0.5085,0.4915,1
596376,0.5084,0.4916,1
640698,0.5081,0.4919,1
621553,0.508,0.492,1
629414,0.5077,0.4923,1
603370,0.5071,0.4929,1
627526,0.507,0.493,1
627546,0.5066,0.4934,1
625866,0.5062,0.4938,1
603745,0.5061,0.4939,1
622495,0.5058,0.4942,1
622403,0.5053,0.4947,1
658983,0.5051,0.4949,1
599467,0.5047,0.4953,1
583508,0.5046,0.4954,1
595269,0.5044,0.4956,1
598916,0.5036,0.4964,1
646334,0.5028,0.4972,1
614865,0.5025,0.4975,1
581655,0.5025,0.4975,1
644129,0.5025,0.4975,1
623948,0.502,0.498,1
587979,0.5019,0.4981,1
649773,0.5017,0.4983,1
581942,0.5017,0.4983,1
658264,0.5015,0.4985,1
585712,0.5014,0.4986,1
584660,0.5014,0.4986,1
635742,0.5004,0.4996,1
589314,0.5003,0.4997,1
653473,0.5001,0.4999,1
634153,0.5,0.5,1
587146,0.4998,0.5002,0
624815,0.4996,0.5004,0
638374,0.4996,0.5004,0
639245,0.4992,0.5008,0
632702,0.4985,0.5015,0
656571,0.4984,0.5016,0
614441,0.4981,0.5019,0
595656,0.498,0.502,0
641196,0.4977,0.5023,0
608784,0.4975,0.5025,0
590313,0.4974,0.5026,0
618049,0.4969,0.5031,0
599196,0.4968,0.5032,0
652725,0.4968,0.5032,0
608093,0.4965,0.5035,0
653449,0.4964,0.5036,0
582868,0.4964,0.5036,0
632714,0.4962,0.5038,0
612745,0.4958,0.5042,0
603303,0.4958,0.5042,0
611126,0.4958,0.5042,0
592608,0.4958,0.5042,0
600967,0.4956,0.5044,0
636898,0.4955,0.5045,0
604406,0.495,0.505,0
624095,0.4948,0.5052,0
596654,0.4944,0.5056,0
582955,0.4943,0.5057,0
582683,0.4941,0.5059,0
586633,0.4937,0.5063,0
607916,0.4931,0.5069,0
590849,0.493,0.507,0
593392,0.493,0.507,0
657261,0.4923,0.5077,0
636901,0.492,0.508,0
608081,0.4918,0.5082,0
581639,0.4916,0.5084,0
612252,0.4914,0.5086,0
583845,0.4912,0.5088,0
597163,0.4909,0.5091,0
596475,0.4902,0.5098,0
628347,0.4901,0.5099,0
603846,0.4897,0.5103,0
630552,0.4894,0.5106,0
650994,0.4891,0.5109,0
639343,0.4886,0.5114,0
587430,0.4885,0.5115,0
636931,0.4884,0.5116,0
656504,0.4881,0.5119,0
616664,0.4879,0.5121,0
592484,0.4876,0.5124,0
627411,0.4875,0.5125,0
618435,0.4874,0.5126,0
633531,0.4873,0.5127,0
627438,0.4872,0.5128,0
623780,0.4869,0.5131,0
642410,0.4868,0.5132,0
610510,0.4861,0.5139,0
596860,0.486,0.514,0
593203,0.4856,0.5144,0
642099,0.4855,0.5145,0
589724,0.4851,0.5149,0
609072,0.4849,0.5151,0
608619,0.4849,0.5151,0
585230,0.4844,0.5156,0
630840,0.4839,0.5161,0
623265,0.4836,0.5164,0
597917,0.4835,0.5165,0
649409,0.4835,0.5165,0
592684,0.4831,0.5169,0
639358,0.4828,0.5172,0
601403,0.4827,0.5173,0
645308,0.482,0.518,0
623770,0.4809,0.5191,0
582611,0.4807,0.5193,0
593962,0.4807,0.5193,0
639079,0.4805,0.5195,0
614554,0.4802,0.5198,0
587703,0.4799,0.5201,0
595511,0.4795,0.5205,0
583831,0.479,0.521,0
594464,0.479,0.521,0
581641,0.479,0.521,0
627315,0.4787,0.5213,0
650642,0.4786,0.5214,0
631890,0.4782,0.5218,0
634343,0.4781,0.5219,0
649023,0.4781,0.5219,0
649152,0.4778,0.5222,0
633595,0.4776,0.5224,0
637361,0.4775,0.5225,0
627365,0.4774,0.5226,0
639444,0.4769,0.5231,0
610435,0.4759,0.5241,0
590592,0.4759,0.5241,0
618952,0.4751,0.5249,0
656483,0.4751,0.5249,0
659138,0.475,0.525,0
655211,0.4748,0.5252,0
644880,0.4746,0.5254,0
641940,0.4746,0.5254,0
584385,0.4744,0.5256,0
